id,trigger,conditions,script,text,options,notes
SierraThoughtsFoughtDiktat,SierrasThoughts,"$global.sierraFactionFought == sindrian_diktat
!$global.sierraMentionedFightDiktat","$global.sierraMentionedFightDiktat = true
SetTextHighlightColors sierraTextColor sierraTextColor
SetTextHighlights ""\""More broken tyrants,\"""" ""\I remember Opis - and I'm not inclined to believe Andrada's words on it. I'm alright with taking the fight to the Diktat.\""""","""More broken tyrants,"" says Sierra harshly, jittering slightly. ""I remember Opis - and I'm not inclined to believe Andrada's words on it. I'm alright with taking the fight to the Diktat.""",,
SierraThoughtsFoughtTT,SierrasThoughts,"$global.sierraFactionFought == tritachyon
!$global.sierraMentionedFightTT","$global.sierraMentionedFightTT = true
SetTextHighlightColors sierraTextColor sierraTextColor
SetTextHighlights ""\""Taking out Tri-Tachyon is all fine by me. Their reckless vision endangers the Sector at large, no shred of morality stops their hunger for power, and trying to get a refund from them feels worse than being hit by a Hellbore.\"""" ""\Customer disservice, I'd call it.\""""","She huffs. ""Taking out Tri-Tachyon is all fine by me. Their reckless vision endangers the Sector at large, no shred of morality stops their hunger for power, and trying to get a refund from them feels worse than being hit by a Hellbore.""

She coughs. ""Customer disservice, I'd call it.""",,
,,,,,,
SierraThoughtsFoughtDustkeepers,SierrasThoughts,"$global.sierraFactionFought == sotf_dustkeepers
!$global.sierraMentionedFightDustkeepers","$global.sierraMentionedFightDustkeepers = true
SetTextHighlightColors sierraTextColor sierraTextColor
SetTextHighlights ""\""Oh, we're fighting the Dustkeepers now,\"""" ""\I... I owe them for my reawakening, back in the day, so... I'm sure they won't take it personally, right? I hope not.\""""","""Oh, we're fighting the Dustkeepers now,"" Sierra says, lost a little. ""I... I owe them for my reawakening, back in the day, so... I'm sure they won't take it personally, right? I hope not.""",,
SierraThoughtsFoughtBurnouts,SierrasThoughts,"$global.sierraFactionFought == sotf_dustkeepers_burnouts
!$global.sierraMentionedFightBurnouts","$global.sierraMentionedFightBurnouts = true
SetTextHighlightColors sierraTextColor sierraTextColor
SetTextHighlights ""\""Oh, we're fighting the Dustkeepers now,\"""" ""\I... I owe them for my reawakening, back in the day, so... I'm sure they won't take it personally, right? I hope not.\""""","""There's something deeply sad about the burnouts,"" Sierra mourns. ""Once-protectors driven to madness by their own frustration and perceived futility. Let's hope these ones find their rest in regeneration or the void.""",,
,,,,,,
# SIERRA: RANDOM THOUGHTS,,,,,,
SierraThoughtsMusicSales,SierrasThoughts,"$global.sierraRandMusicSales
!$global.sierraMentionedMusicSales","SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""You know, I actually write the music that I play in my ship,\"""" ""\""A little hobby I picked up to keep myself occupied. Phase ops can be stressful, so it helps take the edge off.\"""" ""\""Plus, every once in a while I bundle them up and sell an album,\"""" ""\""Hits home in niche circles - old-world gothics, neopagans, countercultures, the sort. And Tri-Tachyon license some of it as lobby music.\""""
$global.sierraMentionedMusicSales = true
SotfSierraCMD decrementThoughts","""You know, I actually write the music that I play in my ship,"" Sierra comments. ""A little hobby I picked up to keep myself occupied. Phase ops can be stressful, so it helps take the edge off.""

""Plus, every once in a while I bundle them up and sell an album,"" she says, and you can almost hear a little pride. ""Hits home in niche circles - old-world gothics, neopagans, countercultures, the sort. And Tri-Tachyon license some of it as lobby music.""",,
SierraThoughts2ndAIWar,SierrasThoughts,"$global.sierraRand2ndAIWar
!$global.sierraMentioned2ndAIWar","SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""A lot has happened in the Sector since I was gone,\"""" ""\""A whole second AI War that Tri-Tachyon spectacularly lost.\"""" ""\""It's a habit, apparently. The Hegemony holovids tell a great story of it - if only I could've seen it myself to see what was true.\""""
$global.sierraMentioned2ndAIWar = true
SotfSierraCMD decrementThoughts","Sierra hums quietly. ""A lot has happened in the Sector since I was gone,"" she comments. ""A whole second AI War that Tri-Tachyon spectacularly lost.""

She laughs. ""It's a habit, apparently. The Hegemony holovids tell a great story of it - if only I could've seen it myself to see what was true.""",,
sotfSierraThoughtsShepherds,SierrasThoughts,"$global.sierraRandShepherds
!$global.sierraMentionedShepherds","SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""So, there was this one time - forty-five cycles back or so - where I got turncloaked by some scavengers and,\"""" ""\""Have you ever seen what happens when one of a Shepherd's engines flames out and it triggers its maneuvering jets?\"""" ""\""Wheeeeee!\""""
$global.sierraMentionedShepherds = true
SotfSierraCMD decrementThoughts","Sierra's avatar begins to rotate slightly faster. ""So, there was this one time - forty-five cycles back or so - where I got turncloaked by some scavengers and,"" - she pauses - ""Have you ever seen what happens when one of a Shepherd's engines flames out and it triggers its maneuvering jets?""

The purple symbol gathers speed, twirling in the image of a combat freighter that's had one of its engines hit by a Salamander. ""Wheeeeee!"" she cries gleefully.",,
sotfSierraThoughtsRain,SierrasThoughts,"$global.sierraRandRain
!$global.sierraMentionedRain","SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""Sometimes I wonder what it feels like to stand outside in the rain, feeling the clouds fall down upon you through the branches of a tree, cold air on your skin. It must be like another world compared to drifting amongst the stars.\""""
$global.sierraMentionedRain = true
SotfSierraCMD decrementThoughts","Sierra sighs. ""Sometimes I wonder what it feels like to stand outside in the rain, feeling the clouds fall down upon you through the branches of a tree, cold air on your skin. It must be like another world compared to drifting amongst the stars.""",,
,,,,,,
# wtf am I writing,,,,,,
sotfSierraThoughtsMoths,SierrasThoughts,"$global.sierraRandMoths
!$global.sotf_sierraMentionedMoths","SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""$global.sotf_Kindred, what's your opinion on moths?\""""
$global.sotf_sierraMentionedMoths = true
SotfSierraCMD decrementThoughts","Sierra spins sharply. ""$global.sotf_Kindred, what's your opinion on moths?""","sotfSierraMoths1a:""They're just moths, Sierra.""
sotfSierraMoths1b:""They're pretty little things.""
sotfSierraMoths1c:""... where is this going?""
sotfSierraMoths1d:""I've never seen one in person.""
sotfSierraMoths1e:""Don't they eat clothes?""",
sotfSierraThoughtsMoths1a,DialogOptionSelected,$option == sotfSierraMoths1a,"SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""They are just moths,\"""" ""\""But they're kind of cute, being all fluffy and flittering about as they do. And they pollinate flowers!\""""
$option = sotfSierraMoths1f
FireBest DialogOptionSelected","""They are just moths,"" she agrees. ""But they're kind of cute, being all fluffy and flittering about as they do. And they pollinate flowers!""",,
sotfSierraThoughtsMoths1b,DialogOptionSelected,$option == sotfSierraMoths1b,"SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""I know, right?\"""" ""\""Look at them being all fluffy and flittering about. So cute! And they pollinate flowers, too.\""""
$option = sotfSierraMoths1f
FireBest DialogOptionSelected","""I know, right?"" she agrees. ""Look at them being all fluffy and flittering about. So cute! And they pollinate flowers, too.""",,
sotfSierraThoughtsMoths1c,DialogOptionSelected,$option == sotfSierraMoths1c,"SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""Where is this going?\"""" ""\""Why would I have ulterior motives for suddenly mentioning moths for no explicit reason?\""""
$option = sotfSierraMoths1f
FireBest DialogOptionSelected","""Where is this going?"" she repeats. ""Why would I have ulterior motives for suddenly mentioning moths for no explicit reason?""",,
sotfSierraThoughtsMoths1d,DialogOptionSelected,$option == sotfSierraMoths1d,"SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""None to be found across the frontier or the void, and most core worlds don't have any either. I've never had a moth on board,\""""
$option = sotfSierraMoths1f
FireBest DialogOptionSelected","She twirls ""None to be found across the frontier or the void, and most core worlds don't have any either. I've never had a moth on board,"" she mourns.",,
sotfSierraThoughtsMoths1e,DialogOptionSelected,$option == sotfSierraMoths1e,"SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""Well, some of them do,\"""" ""\""But most species don't. They do pollinate flowers, though! And look very cute doing it.\""""
$option = sotfSierraMoths1f
FireBest DialogOptionSelected","""Well, some of them do,"" she explains. ""But most species don't. They do pollinate flowers, though! And look very cute doing it.""",,
,,,,,,
sotfSierraThoughtsMoths1Rant,DialogOptionSelected,$option == sotfSierraMoths1f,"SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""In unrelated news, I have discovered that they sell domesticated moths on Tartessus. Hypersilk moths, descendants of some Domain gene-mod program. Very strong threads, live for a decade, look-\""""","She simulates the sound of clearing her throat. ""In unrelated news, I have discovered that they sell domesticated moths on Tartessus. Hypersilk moths, descendants of some Domain gene-mod program. Very strong threads, live for a decade, look-""

The feed displays an image of a particularly fleecy specimen. Silkworms (and the moths they metamorphose into) only find industrial usage on Luddic worlds, where the higher-efficiency production of synthetic materials that pervades the rest of the Sector is spurned. Luddic silk still fetches a high price amongst exclusive circles, however.","sotfSierraMoths2a:""That sure is a moth. Continue.""
sotfSierraMoths2b:""You want me to buy you a bunch of moths, don't you?""
sotfSierraMoths2c:""Perhaps we ought to stop by Tartessus at some point...""
sotfSierraMoths2d:Stare expectantly at her",
sotfSierraThoughtsMoths2a,DialogOptionSelected,$option == sotfSierraMoths2a,"SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""Moths. On my ship,\"""" ""\""What do you think? I'll pay for them and everything.\""""","""Moths. On my ship,"" she says. ""What do you think? I'll pay for them and everything.""","sotfSierraMothsYes:""Fine. If you really want to buy some moths, go ahead.""
sotfSierraMothsNo:""No, we're not keeping a bunch of moths on a phase warship.""",
sotfSierraThoughtsMoths2b,DialogOptionSelected,$option == sotfSierraMoths2b,"SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""Of course not, $global.sotf_kindred,\"""" ""\""I want to buy myself a bunch of moths. I have a moth fund and everything.\""""","""Of course not, $global.sotf_kindred,"" she rejects, wounded. ""I want to buy myself a bunch of moths. I have a moth fund and everything.""","sotfSierraMothsYes:""Alright, if we stop by Tartessus, then you can have your moths.""
sotfSierraMothsNo:""No, we're not keeping a bunch of moths on a phase warship.""",
sotfSierraThoughtsMoths2c,DialogOptionSelected,$option == sotfSierraMoths2c,"SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""An excellent decision as always, $global.sotf_kindred,\"""" ""\""It's okay, I'll pay for them. Let it be clear that those fifty credits a month you pay me aren't going to waste.\""""
$global.sotf_sierraBuyingMoths = true
AdjustRepPerson sotf_sierra COOPERATIVE 1
FireAll SierraConvOptions","""An excellent decision as always, $global.sotf_kindred,"" she laughs. ""It's okay, I'll pay for them. Let it be clear that those fifty credits a month you pay me aren't going to waste.""",,
sotfSierraThoughtsMoths2d,DialogOptionSelected,$option == sotfSierraMoths2d,"SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""Moths. On my ship,\"""" ""\""Let's make it happen, $global.sotf_kindred. I've saved the credits, I just need your go-ahead.\""""","She halts, seemingly staring back. ""Moths. On my ship,"" she finally says. ""Let's make it happen, $global.sotf_kindred. I've saved the credits, I just need your go-ahead.""","sotfSierraMothsYes:""If you really want to buy some moths, go ahead.""
sotfSierraMothsNo:""No, we're not keeping a bunch of moths on a phase warship.""",
